Titlu,Living,Bucătărie,Dormitor matrimonial,Baie,Hol,Dormitor,Suprafață utilă,Balcon,Suprafață utilă totală,Suprafață construită,Bloc,Scara,Apt.,Etaj,Disponibilitate
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",8,,19,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",8,,29,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",8,,34,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",8,,44,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",8,,49,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",9,,14,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",9,,19,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",9,,29,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",9,,34,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",9,,44,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",9,,49,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",10,,14,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",10,,19,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",10,,29,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",10,,34,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",10,,44,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",10,,49,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",11,,14,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",11,,19,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",11,,29,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",11,,34,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",11,,44,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",11,,49,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",12,,14,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",12,,19,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",12,,29,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",12,,34,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",12,,44,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 1,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,40 mp","58,29 mp","3,24 mp","61,53 mp","71,95 mp",12,,49,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",7,,1,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",7,,2,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",7,,5,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",7,,6,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",8,,1,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",8,,2,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",8,,5,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",8,,6,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",9,,1,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",9,,2,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",9,,5,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",9,,6,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",10,,1,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",10,,2,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",10,,5,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",10,,6,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",11,,1,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",11,,2,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",11,,5,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",11,,6,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",12,,1,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",12,,2,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",12,,5,Parter,Disponibil
Apartament 2 camere Chelsea tip 1 parter,N/A,N/A,N/A,"5,52 mp","5,85 mp","15,49 mp",N/A,N/A,"53,46 mp","67,15 mp",12,,6,Parter,Disponibil
Apartament 2 camere Chelsea tip 2,N/A,N/A,N/A,"5,52 mp","5,87 mp","15,29 mp","58,20 mp","7,13 mp","65,33 mp","69,98 mp",7,,15,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 2,N/A,N/A,N/A,"5,52 mp","5,87 mp","15,29 mp","58,20 mp","7,13 mp","65,33 mp","69,98 mp",7,,30,Etaj 2,Rezervat
Apartament 2 camere Chelsea tip 2,N/A,N/A,N/A,"5,52 mp","5,87 mp","15,29 mp","58,20 mp","7,13 mp","65,33 mp","69,98 mp",7,,45,Etaj 3,Rezervat
Apartament 2 camere Chelsea tip 2,N/A,N/A,N/A,"5,52 mp","5,87 mp","15,29 mp","58,20 mp","7,13 mp","65,33 mp","69,98 mp",8,,15,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 2,N/A,N/A,N/A,"5,52 mp","5,87 mp","15,29 mp","58,20 mp","7,13 mp","65,33 mp","69,98 mp",8,,30,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 2,N/A,N/A,N/A,"5,52 mp","5,87 mp","15,29 mp","58,20 mp","7,13 mp","65,33 mp","69,98 mp",8,,45,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 2,N/A,N/A,N/A,"5,52 mp","5,87 mp","15,29 mp","58,20 mp","7,13 mp","65,33 mp","69,98 mp",9,,15,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 2,N/A,N/A,N/A,"5,52 mp","5,87 mp","15,29 mp","58,20 mp","7,13 mp","65,33 mp","69,98 mp",9,,30,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 2,N/A,N/A,N/A,"5,52 mp","5,87 mp","15,29 mp","58,20 mp","7,13 mp","65,33 mp","69,98 mp",9,,45,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 2,N/A,N/A,N/A,"5,52 mp","5,87 mp","15,29 mp","58,20 mp","7,13 mp","65,33 mp","69,98 mp",10,,15,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 2,N/A,N/A,N/A,"5,52 mp","5,87 mp","15,29 mp","58,20 mp","7,13 mp","65,33 mp","69,98 mp",10,,30,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 2,N/A,N/A,N/A,"5,52 mp","5,87 mp","15,29 mp","58,20 mp","7,13 mp","65,33 mp","69,98 mp",10,,45,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 2,N/A,N/A,N/A,"5,52 mp","5,87 mp","15,29 mp","58,20 mp","7,13 mp","65,33 mp","69,98 mp",11,,15,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 2,N/A,N/A,N/A,"5,52 mp","5,87 mp","15,29 mp","58,20 mp","7,13 mp","65,33 mp","69,98 mp",11,,30,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 2,N/A,N/A,N/A,"5,52 mp","5,87 mp","15,29 mp","58,20 mp","7,13 mp","65,33 mp","69,98 mp",11,,45,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 2,N/A,N/A,N/A,"5,52 mp","5,87 mp","15,29 mp","58,20 mp","7,13 mp","65,33 mp","69,98 mp",12,,15,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 2,N/A,N/A,N/A,"5,52 mp","5,87 mp","15,29 mp","58,20 mp","7,13 mp","65,33 mp","69,98 mp",12,,30,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 2,N/A,N/A,N/A,"5,52 mp","5,87 mp","15,29 mp","58,20 mp","7,13 mp","65,33 mp","69,98 mp",12,,45,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",7,,17,Etaj 1,Rezervat
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",7,,25,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",7,,32,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",7,,40,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",7,,47,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",7,,55,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",8,,17,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",8,,25,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",8,,32,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",8,,40,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",8,,47,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",8,,55,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",9,,17,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",9,,25,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",9,,32,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",9,,40,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",9,,47,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",9,,55,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",10,,17,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",10,,25,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",10,,32,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",10,,40,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",10,,47,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",10,,55,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",11,,17,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",11,,25,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",11,,32,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",11,,40,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",11,,47,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",11,,55,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",12,,17,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",12,,25,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",12,,32,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",12,,40,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",12,,47,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 3,"23,60 mp","8,67 mp",N/A,"4,50 mp","10,90 mp","12,06 mp","59,73 mp","7,27 mp","67,00 mp","72,40 mp",12,,55,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 4,N/A,N/A,N/A,"5,52 mp","6,01 mp","14,07 mp","54,52 mp","7,33 mp","61,85 mp","67,16 mp",7,,20,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 4,N/A,N/A,N/A,"5,52 mp","6,01 mp","14,07 mp","54,52 mp","7,33 mp","61,85 mp","67,16 mp",7,,35,Etaj 2,Rezervat
Apartament 2 camere Chelsea tip 4,N/A,N/A,N/A,"5,52 mp","6,01 mp","14,07 mp","54,52 mp","7,33 mp","61,85 mp","67,16 mp",7,,50,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 4,N/A,N/A,N/A,"5,52 mp","6,01 mp","14,07 mp","54,52 mp","7,33 mp","61,85 mp","67,16 mp",8,,20,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 4,N/A,N/A,N/A,"5,52 mp","6,01 mp","14,07 mp","54,52 mp","7,33 mp","61,85 mp","67,16 mp",8,,35,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 4,N/A,N/A,N/A,"5,52 mp","6,01 mp","14,07 mp","54,52 mp","7,33 mp","61,85 mp","67,16 mp",8,,50,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 4,N/A,N/A,N/A,"5,52 mp","6,01 mp","14,07 mp","54,52 mp","7,33 mp","61,85 mp","67,16 mp",9,,20,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 4,N/A,N/A,N/A,"5,52 mp","6,01 mp","14,07 mp","54,52 mp","7,33 mp","61,85 mp","67,16 mp",9,,35,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 4,N/A,N/A,N/A,"5,52 mp","6,01 mp","14,07 mp","54,52 mp","7,33 mp","61,85 mp","67,16 mp",9,,50,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 4,N/A,N/A,N/A,"5,52 mp","6,01 mp","14,07 mp","54,52 mp","7,33 mp","61,85 mp","67,16 mp",10,,20,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 4,N/A,N/A,N/A,"5,52 mp","6,01 mp","14,07 mp","54,52 mp","7,33 mp","61,85 mp","67,16 mp",10,,35,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 4,N/A,N/A,N/A,"5,52 mp","6,01 mp","14,07 mp","54,52 mp","7,33 mp","61,85 mp","67,16 mp",10,,50,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 4,N/A,N/A,N/A,"5,52 mp","6,01 mp","14,07 mp","54,52 mp","7,33 mp","61,85 mp","67,16 mp",11,,20,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 4,N/A,N/A,N/A,"5,52 mp","6,01 mp","14,07 mp","54,52 mp","7,33 mp","61,85 mp","67,16 mp",11,,35,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 4,N/A,N/A,N/A,"5,52 mp","6,01 mp","14,07 mp","54,52 mp","7,33 mp","61,85 mp","67,16 mp",11,,50,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 4,N/A,N/A,N/A,"5,52 mp","6,01 mp","14,07 mp","54,52 mp","7,33 mp","61,85 mp","67,16 mp",12,,20,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 4,N/A,N/A,N/A,"5,52 mp","6,01 mp","14,07 mp","54,52 mp","7,33 mp","61,85 mp","67,16 mp",12,,35,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 4,N/A,N/A,N/A,"5,52 mp","6,01 mp","14,07 mp","54,52 mp","7,33 mp","61,85 mp","67,16 mp",12,,50,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 5,"16,92 mp","9,20 mp",N/A,"4,90 mp",N/A,"19,86 mp","61,93 mp","4,52 mp","73,51 mp","78,03 mp",7,,28,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 5,"16,92 mp","9,20 mp",N/A,"4,90 mp",N/A,"19,86 mp","61,93 mp","4,52 mp","73,51 mp","78,03 mp",7,,43,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 5,"16,92 mp","9,20 mp",N/A,"4,90 mp",N/A,"19,86 mp","61,93 mp","4,52 mp","73,51 mp","78,03 mp",7,,58,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 5,"16,92 mp","9,20 mp",N/A,"4,90 mp",N/A,"19,86 mp","61,93 mp","4,52 mp","73,51 mp","78,03 mp",8,,28,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 5,"16,92 mp","9,20 mp",N/A,"4,90 mp",N/A,"19,86 mp","61,93 mp","4,52 mp","73,51 mp","78,03 mp",8,,43,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 5,"16,92 mp","9,20 mp",N/A,"4,90 mp",N/A,"19,86 mp","61,93 mp","4,52 mp","73,51 mp","78,03 mp",8,,58,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 5,"16,92 mp","9,20 mp",N/A,"4,90 mp",N/A,"19,86 mp","61,93 mp","4,52 mp","73,51 mp","78,03 mp",9,,28,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 5,"16,92 mp","9,20 mp",N/A,"4,90 mp",N/A,"19,86 mp","61,93 mp","4,52 mp","73,51 mp","78,03 mp",9,,43,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 5,"16,92 mp","9,20 mp",N/A,"4,90 mp",N/A,"19,86 mp","61,93 mp","4,52 mp","73,51 mp","78,03 mp",9,,58,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 5,"16,92 mp","9,20 mp",N/A,"4,90 mp",N/A,"19,86 mp","61,93 mp","4,52 mp","73,51 mp","78,03 mp",10,,28,Etaj 1,Disponibil
Apartament 2 camere Chelsea tip 5,"16,92 mp","9,20 mp",N/A,"4,90 mp",N/A,"19,86 mp","61,93 mp","4,52 mp","73,51 mp","78,03 mp",10,,43,Etaj 2,Disponibil
Apartament 2 camere Chelsea tip 5,"16,92 mp","9,20 mp",N/A,"4,90 mp",N/A,"19,86 mp","61,93 mp","4,52 mp","73,51 mp","78,03 mp",10,,58,Etaj 3,Disponibil
Apartament 2 camere Chelsea tip 5,"16,92 mp","9,20 mp",N/A,"4,90 mp",N/A,"19,86 mp","61,93 mp","4,52 mp","73,51 mp","78,03 mp",11,,28,Etaj 1,Disponibil
